No,날짜,카테고리,제목,원문텍스트,텍스트_정제,형태소,시기구분,추천수
59,2026-04-07,시설/환경,"정말 공정대 와이파이 환경 끔찍합니다
","데이터로도 안터지는게 어디선가 LEVEL.6를 위한 실험을 하고있을지도 모르겠습니다...

",정말 공공정책대학 와이파이 환경 끔찍합니다 데이터로도 안터지는게 어디선가 LEVEL 6를 위한 실험을 하고있을지도 모르겠습니다,공공정책대학 와이파이 환경 끔찍하다 데이터 터지다 실험,시험기간,3
60,2026-04-06,시설/환경,"등록금으로 와이파이좀 바꿔줘 제발..
","데이터도 안터지는데 와이파이도 안터지면 뭐 어쩌라고..

",등록금으로 와이파이좀 바꿔줘 제발 데이터도 안터지는데 와이파이도 안터지면 뭐 어쩌라고,등록금 와이파이 바꾸다 제발 데이터 터지다 와이파이 터지다,시험기간,0
61,2026-04-06,시설/환경,"와이파이좀 고쳐주세요 ㄹㅇ
","개불편

",와이파이좀 고쳐주세요 레알 개불편,와이파이 고치다 레알 불편,시험기간,7
62,2026-03-24,시설/환경,"와이파이좀 고쳐라
","답답해죽겠네

",와이파이좀 고쳐라 답답해죽겠네,와이파이 고치다 답답하다 죽겠네,평소,2
63,2026-03-21,시설/환경,"학교와이파이 왜 안되냐
","개짜증나네

",학교와이파이 왜 안되냐 개짜증나네,와이파이 짜증나다,평소,0
64,2026-03-18,시설/환경,"씨발 와이파이
","코딩 강의실은 좀 제대로 돼야하는거 아니냐 좆같은 조려대야

",씨발 와이파이 코딩 강의실은 좀 제대로 돼야하는거 아니냐 좆같은 조려대야,씨발 와이파이 코딩 강의실 제대로 야하다 조려,평소,0
65,2026-03-18,시설/환경,"공정대 인터넷 진짜
","너무 별로다.. 와이파이도 잘 안될때도 있고 진짜 답답하다;;

",공공정책대학 인터넷 진짜 너무 별로다 와이파이도 잘 안될때도 있고 진짜 답답하다,공공정책대학 인터넷 별로 와이파이 답답하다,평소,2
66,2026-04-13,시설/환경,"흡연구역이 없는것도 아니고
","왜 맨날 공정대 앞에서 담배 처피는거냐

요새 날씨도 좋은데 공정대 앞 지나갈 때마다
내가 왜 너네들 때문에 담배냄새 들이마시면서 기분 잡쳐야함",흡연구역이 없는것도 아니고 왜 맨날 공공정책대학 앞에서 담배 처피는거냐 요새 날씨도 좋은데 공공정책대학 앞 지나갈 때마다 내가 왜 너네들 때문에 담배냄새 들이마시면서 기분 잡쳐야함,흡연 구역 공공정책대학 담배 피다 요새 날씨 좋다 공공정책대학 지나가다 때문 담배 냄새 들이마시다 기분 야하다,시험기간,5
67,2026-04-07,시설/환경,"담배 냄새
","제발 좀 빼고 오면 안 되냐
담배 펴도 되는데 진짜 열람실 같은 공간 들어올 거면 빼고 들어오는 게 매너잖
숨 막혀서 하늘나라 가실 것 같다 진짜로

",담배 냄새 제발 좀 빼고 오면 안 되냐 담배 펴도 되는데 진짜 열람실 같은 공간 들어올 거면 빼고 들어오는 게 매너잖 숨 막혀서 하늘나라 가실 것 같다 진짜로,담배 냄새 제발 빼다 담배 펴다 열람 공간 들어오다 빼다 들어오다 매너 잖다 막히다 하늘나라 가시다,시험기간,2
68,2025-12-01,시설/환경,"담배냄새 빼고와쥬ㅓ
","범죄자 룩으로 담배냄새까지 풀풀
토할거같아💥🤯💥",담배냄새 빼고와쥬ㅓ 범죄자 룩으로 담배냄새까지 풀풀 토할거같아,담배 냄새 빼다 범죄자 담배 냄새,시험기간,6
69,2025-12-12,시설/환경,"제발 담배냄새좀🚬🚬🚬
","담배 피워도 되는데 냄새는 쫌 빼고오라고….
비흡연자 배려좀 해줘
우리가 담배 끊으라고 안하자나ㅏ!!!!!!",제발 담배냄새좀 담배 피워도 되는데 냄새는 쫌 빼고오라고 비흡연자 배려좀 해줘 우리가 담배 끊으라고 안하자나ㅏ,제발 담배 냄새 담배 피우다 냄새 빼다 흡연 배려 담배 끊다,시험기간,7
70,2025-10-25,시설/환경,"공정대나 석경 내부에
","히터..있나요? 이번 시험기간 때 너무너무 춥던데 어떻게 개선안되나

",공공정책대학나 석원경상관 내부에 히터 있나요 이번 시험기간 때 너무너무 춥던데 어떻게 개선안되나,공공정책대학 상관 내부 히터 이번 시험 기간 추다 개선,시험기간,0
71,2026-01-11,시설/환경,"솔직히 등록금 인상이 거부감 드는건
","저번에도 한번 올렸는데 변함없이 병신같은 고장시설, 축제 부실, 퀄리티 유지이기 때문이라고 생각함.

이미 한번 올렸으니깐 적어도 인상할거면 공약 같은거 달아야함",솔직히 등록금 인상이 거부감 드는건 저번에도 한번 올렸는데 변함없이 병신같은 고장시설 축제 부실 퀄리티 유지이기 때문이라고 생각함 이미 한번 올렸으니깐 적어도 인상할거면 공약 같은거 달아야함,솔직하다 등록금 인상 거부 저번 한번 올리다 변하다 병신 고장 시설 축제 부실 퀄리티 유지 이기 때문 한번 올리다 인상 공약 달다,평소,35
72,2026-04-14,시설/환경,"학술 ㅅㅂ 뭐 어카라는겨
","키오스크는 고장
사이트는 점검
앱은 먹통
뭐 어카란겨ㅠㅜ",학술 시발 뭐 어카라는겨 키오스크는 고장 사이트는 점검 앱은 먹통 뭐 어카란겨ㅠㅜ,학술정보원 시발 카라 오스 크다 고장 사이트 점검 먹통 어카란겨,시험기간,1
73,2026-04-11,시설/환경,"학술 키오스크
","무슨 맨날 천날 고장나냐

",학술 키오스크 무슨 맨날 천날 고장나냐,학술정보원 오스 크다 무슨 고장,시험기간,1
74,2025-09-30,시설/환경,"학교 주차차단기
","너무 자주 고장나ㅠㅠ 맨날 번호판 인식 못하고, 카드 먹고 안뱉고.. 학교에 연럭해서 어째저째 잘 뽑으면 카드 망가져있고.. 차단기좀 바꿔줬으면 좋겠다🥹",학교 주차차단기 너무 자주 고장나 맨날 번호판 인식 못하고 카드 먹고 안뱉고 학교에 연럭해서 어째저째 잘 뽑으면 카드 망가져있고 차단기좀 바꿔줬으면 좋겠다,주차 차단기 자주 고장 번호판 인식 카드 뱉다 연럭해 뽑다 카드 망가지다 차단기 바꾸다 좋다,평소,0
75,2023-04-29,시설/환경,"아이파크 불만사항 이렇게 쓸건데
","1. 1년 반동안 (본인이 다녔던 기간) 기구의 수리나 재구입이 전혀 이루어지지 않았습니다.

22년 1학기
런닝머신의 절반, 케이블머신 하나, 바벨 봉(휨), 40키로짜리 고정바벨(심하게 휨)이 고장나 사용이 불가하거나 매우 불편하였고,

22년 2학기
고정 바벨들의 대부분이 숫자가 떨어져 나가 그 키로수가 몇인지 확인할 방법이 사라졌습니다

23년 1학기
케이블머신이 하나 더 고장 직전까지 갔고, 케이블은 고장시 큰 부상이 발생할 수도 있습니다,
스미스머신 두대가 전부 사용이 불가해졌고,
런닝머신이 2대를 제외한 전부 사용이 불가해졌습니다.

못쓰는 기구들이 전부 폐기조차 되지 않고 자리만 차지하고 있으며, 이 3학기간의 변화는 고작 랫풀다운 하나 더 들어온 것 밖에 없습니다.

2. 요가실의 부당한 통제
작년 2학기부터 요가실 사용이 특정 프로그램 때문에 통제당하고 있습니다. 저번에 교육시설이라며 통제가 가능하다는 답변을 내놓았는데, 이것은 궤변일 뿐입니다. 통제가 가능한 교육시설이라면 이용료는 받지 말았어야 합니다. 12만원의 이용료에는 편하게 스트레칭할 공간인 요가실의 이용 권리도 들어가 있으며, 궤변이 아닌 정확한 해명과 대책을 다시 요구합니다.

3. 예산의 사용처를 밝혀주십시오
https://everytime.kr/370457/v/300853126
이 글을 보시면 아이파크에 얼마나 많은 예산이 배정되어 있는지 알 수 있습니다.
전기세 수도세등 유지비같은 비용도 따로 책정이 되어있는데, 기구 관리를 할 수 있는 예산 3천만원 정도가 다 어디로 갔는지 알 수 없습니다.
사용자들이 돈을 안내는것도 아니고, 그 많은 사용자들이 각각 12만원 이상씩을 내는데,
1년 반동안 아무 변화가 없는건 횡령이 의심되기까지 하는 상황입니다.
근장 월급마저도 따로 나오고, 청소도 근장분들이 하시는데 어디로 돈이 나가는 겁니까?
학기 초에 인포도 새로 만드시고 자동문도 새로 다셨던데 기구가 그것보다 쌉니다.
고정바벨과 바벨 봉 둘다 20만원 아래로 구할 수 있습니다.

4. 직원의 명부와 애로사항을 공개해 주십시오
직원 사이의 애로사항이 있어 아무것도 못한다는 주장을 하시는데, 그게 무슨 애로사항인지 밝히지도 않고 아무튼 그렇다 식으로 넘어갈 순 없습니다. 직원 명단까진 아니더라도 직원 수와 어떤 애로사항이 있는지 밝히고, 그 해결 방안을 생각해 주세요.

5. 어플 로그인 문제
작년부터 다녀서 서버에 정보가 이미 기록된 사람들을 제외한 분들이 어플에 로그인을 할 수 없고, 입장 qr이 뜨지 않아 입장을 할 수 없습니다.
직원들은 이 문제를 전부 근장분들께 떠넘겼고, 근장분들이 항상 바쁘게 해결하고 계십니다.

더 추가할 내용 있나??
댓글로 부탁",아이파크 불만사항 이렇게 쓸건데 1 1년 반동안 본인이 다녔던 기간 기구의 수리나 재구입이 전혀 이루어지지 않았습니다 22년 1학기 런닝머신의 절반 케이블머신 하나 바벨 봉 휨 40키로짜리 고정바벨 심하게 휨 이 고장나 사용이 불가하거나 매우 불편하였고 22년 2학기 고정 바벨들의 대부분이 숫자가 떨어져 나가 그 키로수가 몇인지 확인할 방법이 사라졌습니다 23년 1학기 케이블머신이 하나 더 고장 직전까지 갔고 케이블은 고장시 큰 부상이 발생할 수도 있습니다 스미스머신 두대가 전부 사용이 불가해졌고 런닝머신이 2대를 제외한 전부 사용이 불가해졌습니다 못쓰는 기구들이 전부 폐기조차 되지 않고 자리만 차지하고 있으며 이 3학기간의 변화는 고작 랫풀다운 하나 더 들어온 것 밖에 없습니다 2 요가실의 부당한 통제 작년 2학기부터 요가실 사용이 특정 프로그램 때문에 통제당하고 있습니다 저번에 교육시설이라며 통제가 가능하다는 답변을 내놓았는데 이것은 궤변일 뿐입니다 통제가 가능한 교육시설이라면 이용료는 받지 말았어야 합니다 12만원의 이용료에는 편하게 스트레칭할 공간인 요가실의 이용 권리도 들어가 있으며 궤변이 아닌 정확한 해명과 대책을 다시 요구합니다 3 예산의 사용처를 밝혀주십시오 이 글을 보시면 아이파크에 얼마나 많은 예산이 배정되어 있는지 알 수 있습니다 전기세 수도세등 유지비같은 비용도 따로 책정이 되어있는데 기구 관리를 할 수 있는 예산 3천만원 정도가 다 어디로 갔는지 알 수 없습니다 사용자들이 돈을 안내는것도 아니고 그 많은 사용자들이 각각 12만원 이상씩을 내는데 1년 반동안 아무 변화가 없는건 횡령이 의심되기까지 하는 상황입니다 근장 월급마저도 따로 나오고 청소도 근장분들이 하시는데 어디로 돈이 나가는 겁니까 학기 초에 인포도 새로 만드시고 자동문도 새로 다셨던데 기구가 그것보다 쌉니다 고정바벨과 바벨 봉 둘다 20만원 아래로 구할 수 있습니다 4 직원의 명부와 애로사항을 공개해 주십시오 직원 사이의 애로사항이 있어 아무것도 못한다는 주장을 하시는데 그게 무슨 애로사항인지 밝히지도 않고 아무튼 그렇다 식으로 넘어갈 순 없습니다 직원 명단까진 아니더라도 직원 수와 어떤 애로사항이 있는지 밝히고 그 해결 방안을 생각해 주세요 5 어플 로그인 문제 작년부터 다녀서 서버에 정보가 이미 기록된 사람들을 제외한 분들이 어플에 로그인을 할 수 없고 입장 qr이 뜨지 않아 입장을 할 수 없습니다 직원들은 이 문제를 전부 근장분들께 떠넘겼고 근장분들이 항상 바쁘게 해결하고 계십니다 더 추가할 내용 있나 댓글로 부탁,아이파크 불만 사항 쓸다 동안 본인 다니다 기간 기구 수리 구입 전혀 이루어지다 학기 런닝머신 절반 케이블 머신 바벨 짜다 고정 바벨 심하다 고장 사용 불가하다 매우 불편하다 학기 고정 바벨 대부분 숫자 떨어지다 나가다 수가 확인 방법 사라지다 학기 케이블 머신 고장 직전 케이블 장시 크다 부상 발생 수도 스미스 머신 대가 전부 사용 불가하다 런닝머신 대다 제외 전부 사용 불가하다 기구 전부 폐기 자리 차지 학기 변화 고작 풀다 들어오다 요가 실의 부당하다 통제 작년 학기 요가 사용 특정 프로그램 때문 통제 저번 교육 시설 통제 가능하다 답변 내놓다 궤변 뿐이다 통제 가능하다 교육 시설 라면 이용 말다 이용 편하다 스트레칭 공간 요가 실의 이용 권리 들어가다 궤변 정확하다 해명 대책 요구 예산 사용 밝히다 보시 아이파크 얼마나 많다 예산 배정 되어다 기세 도세 유지비 비용 책정 되어다 기구 관리 예산 정도 사용자 많다 사용자 각각 이상 동안 아무 변화 횡령 의심 상황 월급 청소 나가다 학기 인포 새롭다 자동 문도 새롭다 다시다 기구 그것 싸다 고정 바벨 바벨 두다 아래 직원 명부 애로 사항 공개 시오 직원 사이 애로 사항 주장 그게 무슨 애로 사항 밝히다 그렇다 넘어가다 직원 명단 직원 애로 사항 밝히다 해결 방안 줄다 어플 로그인 작년 다니다 서버 정보 기록 제외 어플 로그인 입장 뜨다 입장 직원 전부 뜨다 넘기다 항상 바쁘다 해결 계시다 추가 내용 댓글 부탁,시험기간,28
76,2023-04-27,시설/환경,"아이파크와 총학
","아이파크는 1년전부터 저꼴이었으니까 기대 안한다
근데 총학은 해결책 내겠다 한지 일주일이 넘은거 같은데
슬슬 뭐라도 올려야하는거 아니냐?
아이파크에 문의를 했으면 문의를 했다
아니면 무슨 문제가 있다
뭐 이런거라도 알려줘야하는거 아니냐고
케이블 하나랑 런닝머신 대다수가 1년전에 고장난 그대로고
스미스는 두개있는게 저번주부터 전부 고장나서 카프레이즈 어디서 해야할지도 답 안나오는데
이게 정상이냐 양쪽 다?
사람들을 개 ㅈ으로 아는거임?
",아이파크와 총학생회 아이파크는 1년전부터 저꼴이었으니까 기대 안한다 근데 총학생회은 해결책 내겠다 한지 일주일이 넘은거 같은데 슬슬 뭐라도 올려야하는거 아니냐 아이파크에 문의를 했으면 문의를 했다 아니면 무슨 문제가 있다 뭐 이런거라도 알려줘야하는거 아니냐고 케이블 하나랑 런닝머신 대다수가 1년전에 고장난 그대로고 스미스는 두개있는게 저번주부터 전부 고장나서 카프레이즈 어디서 해야할지도 답 안나오는데 이게 정상이냐 양쪽 다 사람들을 개 ㅈ으로 아는거임,아이파크 총학생회 아이파크 기대 총학생회 해결 한지 일주일 넘다 슬슬 뭐라다 올리다 야하다 아이파크 문의 문의 무슨 야하다 케이블 런닝머신 대다수 고장 그대 스미스 저번 전부 고장 나서다 카프레 이즈 정상 양쪽,시험기간,142
